TractFIPS,variable,value,year
13121007200,OBESITY_CrudePrev,39.9,2020
13121007300,OBESITY_CrudePrev,41.1,2020
13121007400,OBESITY_CrudePrev,40.7,2020
13121007500,OBESITY_CrudePrev,39.5,2020
13121007602,OBESITY_CrudePrev,38.2,2020
13121007603,OBESITY_CrudePrev,43.2,2020
13121007604,OBESITY_CrudePrev,42.2,2020
13121007703,OBESITY_CrudePrev,36.4,2020
13121007704,OBESITY_CrudePrev,37.2,2020
13121007705,OBESITY_CrudePrev,38.1,2020
13121007706,OBESITY_CrudePrev,35.2,2020
13121007802,OBESITY_CrudePrev,35.4,2020
13121007805,OBESITY_CrudePrev,36.7,2020
13121007806,OBESITY_CrudePrev,35.4,2020
13121007807,OBESITY_CrudePrev,40.9,2020
13121007808,OBESITY_CrudePrev,42.9,2020
13121007900,OBESITY_CrudePrev,30.5,2020
13121008000,OBESITY_CrudePrev,36.9,2020
13121008101,OBESITY_CrudePrev,36.1,2020
13121008102,OBESITY_CrudePrev,39.0,2020
13121008201,OBESITY_CrudePrev,37.1,2020
13121008202,OBESITY_CrudePrev,38.4,2020
13121008301,OBESITY_CrudePrev,41.3,2020
13121008302,OBESITY_CrudePrev,36.5,2020
13121008400,OBESITY_CrudePrev,39.5,2020
13121008500,OBESITY_CrudePrev,40.1,2020
13121008601,OBESITY_CrudePrev,40.3,2020
13121008602,OBESITY_CrudePrev,36.6,2020
13121008700,OBESITY_CrudePrev,36.2,2020
13121008800,OBESITY_CrudePrev,23.2,2020
13121008902,OBESITY_CrudePrev,20.3,2020
13121008903,OBESITY_CrudePrev,27.6,2020
13121008904,OBESITY_CrudePrev,19.4,2020
13121009000,OBESITY_CrudePrev,19.1,2020
13121009101,OBESITY_CrudePrev,21.0,2020
13121009102,OBESITY_CrudePrev,21.8,2020
13121009200,OBESITY_CrudePrev,23.8,2020
13121009300,OBESITY_CrudePrev,21.2,2020
13121009402,OBESITY_CrudePrev,21.5,2020
13121009403,OBESITY_CrudePrev,21.3,2020
13121009404,OBESITY_CrudePrev,19.3,2020
13121009501,OBESITY_CrudePrev,19.5,2020
13121009502,OBESITY_CrudePrev,20.6,2020
13121009601,OBESITY_CrudePrev,18.8,2020
13121009602,OBESITY_CrudePrev,19.3,2020
13121009603,OBESITY_CrudePrev,20.2,2020
13121009700,OBESITY_CrudePrev,20.4,2020
13121009801,OBESITY_CrudePrev,19.2,2020
13121009802,OBESITY_CrudePrev,19.5,2020
13121009900,OBESITY_CrudePrev,19.4,2020
13121010001,OBESITY_CrudePrev,20.5,2020
13121010002,OBESITY_CrudePrev,18.8,2020
13121010114,OBESITY_CrudePrev,22.5,2020
13121010211,OBESITY_CrudePrev,20.5,2020
13121010303,OBESITY_CrudePrev,31.4,2020
13121011800,OBESITY_CrudePrev,31.5,2020
13121011900,OBESITY_CrudePrev,29.9,2020
13121012000,OBESITY_CrudePrev,40.9,2020
13089020100,PHLTH_CrudePrev,6.9,2020
13089020200,PHLTH_CrudePrev,6.8,2020
13089020300,PHLTH_CrudePrev,7.3,2020
13089020400,PHLTH_CrudePrev,6.1,2020
13089020500,PHLTH_CrudePrev,11.6,2020
13089020600,PHLTH_CrudePrev,11.1,2020
13089020700,PHLTH_CrudePrev,9.4,2020
13089020801,PHLTH_CrudePrev,8.4,2020
13089020802,PHLTH_CrudePrev,11.9,2020
13089020900,PHLTH_CrudePrev,10.2,2020
13089023700,PHLTH_CrudePrev,13.5,2020
13121000100,PHLTH_CrudePrev,6.8,2020
13121000200,PHLTH_CrudePrev,6.5,2020
13121000400,PHLTH_CrudePrev,6.8,2020
13121000500,PHLTH_CrudePrev,6.4,2020
13121000600,PHLTH_CrudePrev,7.3,2020
13121000700,PHLTH_CrudePrev,10.4,2020
13121001001,PHLTH_CrudePrev,5.3,2020
13121001002,PHLTH_CrudePrev,6.3,2020
13121001100,PHLTH_CrudePrev,6.1,2020
13121001201,PHLTH_CrudePrev,6.2,2020
13121001202,PHLTH_CrudePrev,5.2,2020
13121001300,PHLTH_CrudePrev,7.1,2020
13121001400,PHLTH_CrudePrev,5.7,2020
13121001500,PHLTH_CrudePrev,7.0,2020
13121001600,PHLTH_CrudePrev,5.2,2020
13121001700,PHLTH_CrudePrev,6.7,2020
13121001800,PHLTH_CrudePrev,10.3,2020
13121001900,PHLTH_CrudePrev,8.2,2020
13121002100,PHLTH_CrudePrev,15.3,2020
13121002300,PHLTH_CrudePrev,20.3,2020
13121002400,PHLTH_CrudePrev,17.7,2020
13121002500,PHLTH_CrudePrev,14.9,2020
13121002600,PHLTH_CrudePrev,15.9,2020
13121002800,PHLTH_CrudePrev,9.2,2020
13121002900,PHLTH_CrudePrev,8.3,2020
13121003000,PHLTH_CrudePrev,5.7,2020
13121003100,PHLTH_CrudePrev,8.6,2020
13121003200,PHLTH_CrudePrev,6.0,2020
13121003500,PHLTH_CrudePrev,14.8,2020
13121003600,PHLTH_CrudePrev,12.1,2020
13121003800,PHLTH_CrudePrev,8.1,2020
13121003900,PHLTH_CrudePrev,17.9,2020
13121004000,PHLTH_CrudePrev,16.7,2020
13121004100,PHLTH_CrudePrev,14.7,2020
13121004200,PHLTH_CrudePrev,18.2,2020
13121004300,PHLTH_CrudePrev,9.7,2020
13121004400,PHLTH_CrudePrev,18.0,2020
13121004800,PHLTH_CrudePrev,14.9,2020
13121004900,PHLTH_CrudePrev,8.7,2020
13121005000,PHLTH_CrudePrev,6.9,2020
13121005200,PHLTH_CrudePrev,7.2,2020
13121005300,PHLTH_CrudePrev,6.5,2020
13121005501,PHLTH_CrudePrev,14.4,2020
13121005502,PHLTH_CrudePrev,18.4,2020
13121005700,PHLTH_CrudePrev,16.6,2020
13121005800,PHLTH_CrudePrev,16.1,2020
13121006000,PHLTH_CrudePrev,15.4,2020
13121006100,PHLTH_CrudePrev,18.6,2020
13121006200,PHLTH_CrudePrev,15.0,2020
13121006300,PHLTH_CrudePrev,17.3,2020
13121006400,PHLTH_CrudePrev,15.5,2020
13121006500,PHLTH_CrudePrev,15.4,2020
13121006601,PHLTH_CrudePrev,15.0,2020
13121006602,PHLTH_CrudePrev,22.0,2020
13121006700,PHLTH_CrudePrev,16.2,2020
13121006801,PHLTH_CrudePrev,14.3,2020
13121006802,PHLTH_CrudePrev,22.5,2020
13121006900,PHLTH_CrudePrev,10.5,2020
13121007001,PHLTH_CrudePrev,19.3,2020
13121007002,PHLTH_CrudePrev,15.1,2020
13121007100,PHLTH_CrudePrev,17.9,2020
13121007200,PHLTH_CrudePrev,18.2,2020
13121007300,PHLTH_CrudePrev,19.0,2020
13121007400,PHLTH_CrudePrev,21.1,2020
13121007500,PHLTH_CrudePrev,18.2,2020
13121007602,PHLTH_CrudePrev,16.7,2020
13121007603,PHLTH_CrudePrev,23.4,2020
13121007604,PHLTH_CrudePrev,20.0,2020
13121007703,PHLTH_CrudePrev,14.6,2020
13121007704,PHLTH_CrudePrev,15.2,2020
13121007705,PHLTH_CrudePrev,17.0,2020
13121007706,PHLTH_CrudePrev,13.6,2020
13121007802,PHLTH_CrudePrev,13.5,2020
13121007805,PHLTH_CrudePrev,15.0,2020
13121007806,PHLTH_CrudePrev,14.0,2020
13121007807,PHLTH_CrudePrev,20.4,2020
13121007808,PHLTH_CrudePrev,22.3,2020
13121007900,PHLTH_CrudePrev,11.3,2020
13121008000,PHLTH_CrudePrev,15.9,2020
13121008101,PHLTH_CrudePrev,16.6,2020
13121008102,PHLTH_CrudePrev,18.4,2020
13121008201,PHLTH_CrudePrev,16.6,2020
13121008202,PHLTH_CrudePrev,18.2,2020
13121008301,PHLTH_CrudePrev,20.4,2020
13121008302,PHLTH_CrudePrev,16.8,2020
13121008400,PHLTH_CrudePrev,19.1,2020
13121008500,PHLTH_CrudePrev,19.4,2020
13121008601,PHLTH_CrudePrev,19.4,2020
13121008602,PHLTH_CrudePrev,13.8,2020
13121008700,PHLTH_CrudePrev,15.4,2020
13121008800,PHLTH_CrudePrev,7.1,2020
13121008902,PHLTH_CrudePrev,5.7,2020
13121008903,PHLTH_CrudePrev,9.0,2020
13121008904,PHLTH_CrudePrev,5.7,2020
13121009000,PHLTH_CrudePrev,5.7,2020
13121009101,PHLTH_CrudePrev,6.5,2020
13121009102,PHLTH_CrudePrev,6.9,2020
13121009200,PHLTH_CrudePrev,8.1,2020
13121009300,PHLTH_CrudePrev,7.4,2020
13121009402,PHLTH_CrudePrev,5.3,2020
13121009403,PHLTH_CrudePrev,7.2,2020
13121009404,PHLTH_CrudePrev,6.3,2020
13121009501,PHLTH_CrudePrev,7.5,2020
13121009502,PHLTH_CrudePrev,8.4,2020
13121009601,PHLTH_CrudePrev,5.3,2020
13121009602,PHLTH_CrudePrev,7.2,2020
13121009603,PHLTH_CrudePrev,6.4,2020
13121009700,PHLTH_CrudePrev,7.6,2020
13121009801,PHLTH_CrudePrev,8.0,2020
13121009802,PHLTH_CrudePrev,7.1,2020
13121009900,PHLTH_CrudePrev,6.5,2020
13121010001,PHLTH_CrudePrev,7.1,2020
13121010002,PHLTH_CrudePrev,6.5,2020
13121010114,PHLTH_CrudePrev,8.3,2020
13121010211,PHLTH_CrudePrev,6.6,2020
13121010303,PHLTH_CrudePrev,9.9,2020
13121011800,PHLTH_CrudePrev,11.4,2020
13121011900,PHLTH_CrudePrev,11.0,2020
13121012000,PHLTH_CrudePrev,19.0,2020
13089020100,SLEEP_CrudePrev,29.3,2020
13089020200,SLEEP_CrudePrev,30.3,2020
13089020300,SLEEP_CrudePrev,31.6,2020
13089020400,SLEEP_CrudePrev,31.0,2020
13089020500,SLEEP_CrudePrev,39.0,2020
13089020600,SLEEP_CrudePrev,40.1,2020
13089020700,SLEEP_CrudePrev,37.4,2020
13089020801,SLEEP_CrudePrev,35.1,2020
13089020802,SLEEP_CrudePrev,39.2,2020
13089020900,SLEEP_CrudePrev,37.6,2020
13089023700,SLEEP_CrudePrev,43.4,2020
13121000100,SLEEP_CrudePrev,28.8,2020
13121000200,SLEEP_CrudePrev,29.2,2020
13121000400,SLEEP_CrudePrev,28.8,2020
13121000500,SLEEP_CrudePrev,31.6,2020
13121000600,SLEEP_CrudePrev,36.1,2020
13121000700,SLEEP_CrudePrev,42.7,2020
13121001001,SLEEP_CrudePrev,34.2,2020
13121001002,SLEEP_CrudePrev,34.7,2020
13121001100,SLEEP_CrudePrev,31.1,2020
13121001201,SLEEP_CrudePrev,31.1,2020
13121001202,SLEEP_CrudePrev,31.7,2020
13121001300,SLEEP_CrudePrev,33.0,2020
13121001400,SLEEP_CrudePrev,30.2,2020
13121001500,SLEEP_CrudePrev,31.7,2020
13121001600,SLEEP_CrudePrev,30.5,2020
13121001700,SLEEP_CrudePrev,35.3,2020
13121001800,SLEEP_CrudePrev,37.1,2020
13121001900,SLEEP_CrudePrev,37.3,2020
13121002100,SLEEP_CrudePrev,44.3,2020
13121002300,SLEEP_CrudePrev,46.7,2020
13121002400,SLEEP_CrudePrev,44.8,2020
13121002500,SLEEP_CrudePrev,44.8,2020
13121002600,SLEEP_CrudePrev,46.9,2020
13121002800,SLEEP_CrudePrev,38.6,2020
13121002900,SLEEP_CrudePrev,35.5,2020
13121003000,SLEEP_CrudePrev,30.1,2020
13121003100,SLEEP_CrudePrev,36.0,2020
13121003200,SLEEP_CrudePrev,32.7,2020
13121003500,SLEEP_CrudePrev,43.8,2020
13121003600,SLEEP_CrudePrev,41.9,2020
13121003800,SLEEP_CrudePrev,42.8,2020
13121003900,SLEEP_CrudePrev,45.9,2020
13121004000,SLEEP_CrudePrev,43.8,2020
13121004100,SLEEP_CrudePrev,43.6,2020
13121004200,SLEEP_CrudePrev,44.0,2020
13121004300,SLEEP_CrudePrev,42.8,2020
13121004400,SLEEP_CrudePrev,46.9,2020
13121004800,SLEEP_CrudePrev,42.4,2020
13121004900,SLEEP_CrudePrev,35.3,2020
13121005000,SLEEP_CrudePrev,31.8,2020
13121005200,SLEEP_CrudePrev,33.6,2020
13121005300,SLEEP_CrudePrev,33.3,2020
13121005501,SLEEP_CrudePrev,43.7,2020
13121005502,SLEEP_CrudePrev,46.8,2020
13121005700,SLEEP_CrudePrev,45.1,2020
13121005800,SLEEP_CrudePrev,44.3,2020
13121006000,SLEEP_CrudePrev,43.5,2020
13121006100,SLEEP_CrudePrev,45.3,2020
13121006200,SLEEP_CrudePrev,44.4,2020
13121006300,SLEEP_CrudePrev,45.8,2020
13121006400,SLEEP_CrudePrev,44.4,2020
13121006500,SLEEP_CrudePrev,42.7,2020
13121006601,SLEEP_CrudePrev,43.0,2020
13121006602,SLEEP_CrudePrev,48.9,2020
13121006700,SLEEP_CrudePrev,43.9,2020
13121006801,SLEEP_CrudePrev,44.6,2020
13121006802,SLEEP_CrudePrev,50.3,2020
13121006900,SLEEP_CrudePrev,38.1,2020
13121007001,SLEEP_CrudePrev,46.5,2020
13121007002,SLEEP_CrudePrev,44.9,2020
13121007100,SLEEP_CrudePrev,45.0,2020
13121007200,SLEEP_CrudePrev,46.2,2020
13121007300,SLEEP_CrudePrev,47.4,2020
13121007400,SLEEP_CrudePrev,45.3,2020
13121007500,SLEEP_CrudePrev,44.8,2020
13121007602,SLEEP_CrudePrev,43.8,2020
13121007603,SLEEP_CrudePrev,46.8,2020
13121007604,SLEEP_CrudePrev,48.0,2020
13121007703,SLEEP_CrudePrev,43.2,2020
13121007704,SLEEP_CrudePrev,44.7,2020
13121007705,SLEEP_CrudePrev,43.3,2020
13121007706,SLEEP_CrudePrev,43.8,2020
13121007802,SLEEP_CrudePrev,42.5,2020
13121007805,SLEEP_CrudePrev,43.6,2020
13121007806,SLEEP_CrudePrev,43.3,2020
13121007807,SLEEP_CrudePrev,45.3,2020
13121007808,SLEEP_CrudePrev,48.1,2020
13121007900,SLEEP_CrudePrev,38.4,2020
13121008000,SLEEP_CrudePrev,43.0,2020
13121008101,SLEEP_CrudePrev,42.1,2020
13121008102,SLEEP_CrudePrev,44.9,2020
13121008201,SLEEP_CrudePrev,42.4,2020
13121008202,SLEEP_CrudePrev,44.5,2020
13121008301,SLEEP_CrudePrev,46.1,2020
13121008302,SLEEP_CrudePrev,42.6,2020
13121008400,SLEEP_CrudePrev,45.7,2020
13121008500,SLEEP_CrudePrev,45.7,2020
13121008601,SLEEP_CrudePrev,46.1,2020
13121008602,SLEEP_CrudePrev,44.1,2020
13121008700,SLEEP_CrudePrev,43.4,2020
13121008800,SLEEP_CrudePrev,33.7,2020
13121008902,SLEEP_CrudePrev,32.9,2020
13121008903,SLEEP_CrudePrev,36.3,2020
13121008904,SLEEP_CrudePrev,29.3,2020
13121009000,SLEEP_CrudePrev,28.9,2020
13121009101,SLEEP_CrudePrev,31.0,2020
13121009102,SLEEP_CrudePrev,32.0,2020
13121009200,SLEEP_CrudePrev,34.1,2020
13121009300,SLEEP_CrudePrev,29.8,2020
13121009402,SLEEP_CrudePrev,32.7,2020
13121009403,SLEEP_CrudePrev,33.7,2020
13121009404,SLEEP_CrudePrev,29.7,2020
13121009501,SLEEP_CrudePrev,25.7,2020
13121009502,SLEEP_CrudePrev,28.5,2020
13121009601,SLEEP_CrudePrev,29.6,2020
13121009602,SLEEP_CrudePrev,28.4,2020
13121009603,SLEEP_CrudePrev,30.0,2020
13121009700,SLEEP_CrudePrev,27.2,2020
13121009801,SLEEP_CrudePrev,25.8,2020
13121009802,SLEEP_CrudePrev,27.1,2020
13121009900,SLEEP_CrudePrev,27.8,2020
13121010001,SLEEP_CrudePrev,29.3,2020
13121010002,SLEEP_CrudePrev,27.1,2020
13121010114,SLEEP_CrudePrev,31.8,2020
13121010211,SLEEP_CrudePrev,28.3,2020
13121010303,SLEEP_CrudePrev,39.9,2020
13121011800,SLEEP_CrudePrev,42.6,2020
13121011900,SLEEP_CrudePrev,40.3,2020
13121012000,SLEEP_CrudePrev,46.4,2020
13089020100,STROKE_CrudePrev,1.7,2020
13089020200,STROKE_CrudePrev,1.7,2020
13089020300,STROKE_CrudePrev,1.6,2020
13089020400,STROKE_CrudePrev,1.3,2020
13089020500,STROKE_CrudePrev,3.9,2020
13089020600,STROKE_CrudePrev,3.0,2020
13089020700,STROKE_CrudePrev,2.9,2020
13089020801,STROKE_CrudePrev,2.8,2020
13089020802,STROKE_CrudePrev,3.9,2020
13089020900,STROKE_CrudePrev,3.3,2020
13089023700,STROKE_CrudePrev,4.4,2020
13121000100,STROKE_CrudePrev,1.7,2020
13121000200,STROKE_CrudePrev,1.6,2020
13121000400,STROKE_CrudePrev,1.9,2020
13121000500,STROKE_CrudePrev,1.5,2020
13121000600,STROKE_CrudePrev,1.2,2020
13121000700,STROKE_CrudePrev,2.6,2020
13121001001,STROKE_CrudePrev,0.8,2020
13121001002,STROKE_CrudePrev,0.7,2020
13121001100,STROKE_CrudePrev,1.4,2020
13121001201,STROKE_CrudePrev,1.5,2020
13121001202,STROKE_CrudePrev,1.1,2020
13121001300,STROKE_CrudePrev,1.6,2020
13121001400,STROKE_CrudePrev,1.1,2020
13121001500,STROKE_CrudePrev,1.6,2020
13121001600,STROKE_CrudePrev,1.0,2020
13121001700,STROKE_CrudePrev,1.9,2020
13121001800,STROKE_CrudePrev,3.2,2020
13121001900,STROKE_CrudePrev,1.9,2020
13121002100,STROKE_CrudePrev,4.2,2020
13121002300,STROKE_CrudePrev,7.4,2020
13121002400,STROKE_CrudePrev,6.8,2020
13121002500,STROKE_CrudePrev,4.9,2020
13121002600,STROKE_CrudePrev,4.8,2020
13121002800,STROKE_CrudePrev,2.1,2020
13121002900,STROKE_CrudePrev,2.5,2020
13121003000,STROKE_CrudePrev,1.2,2020
13121003100,STROKE_CrudePrev,2.4,2020
13121003200,STROKE_CrudePrev,1.2,2020
13121003500,STROKE_CrudePrev,3.9,2020
13121003600,STROKE_CrudePrev,4.1,2020
13121003800,STROKE_CrudePrev,1.3,2020
13121003900,STROKE_CrudePrev,6.3,2020
13121004000,STROKE_CrudePrev,6.5,2020
13121004100,STROKE_CrudePrev,5.0,2020
13121004200,STROKE_CrudePrev,7.2,2020
13121004300,STROKE_CrudePrev,1.8,2020
13121004400,STROKE_CrudePrev,5.5,2020
13121004800,STROKE_CrudePrev,5.3,2020
13121004900,STROKE_CrudePrev,2.3,2020
13121005000,STROKE_CrudePrev,2.0,2020
13121005200,STROKE_CrudePrev,1.6,2020
13121005300,STROKE_CrudePrev,1.6,2020
13121005501,STROKE_CrudePrev,4.2,2020
13121005502,STROKE_CrudePrev,5.8,2020
13121005700,STROKE_CrudePrev,6.1,2020
13121005800,STROKE_CrudePrev,5.2,2020
13121006000,STROKE_CrudePrev,5.7,2020
13121006100,STROKE_CrudePrev,7.1,2020
13121006200,STROKE_CrudePrev,5.3,2020
13121006300,STROKE_CrudePrev,6.0,2020
13121006400,STROKE_CrudePrev,4.2,2020
13121006500,STROKE_CrudePrev,5.4,2020
13121006601,STROKE_CrudePrev,4.7,2020
13121006602,STROKE_CrudePrev,7.3,2020
13121006700,STROKE_CrudePrev,5.6,2020
13121006801,STROKE_CrudePrev,3.1,2020
13121006802,STROKE_CrudePrev,6.4,2020
13121006900,STROKE_CrudePrev,2.7,2020
13121007001,STROKE_CrudePrev,6.5,2020
13121007002,STROKE_CrudePrev,4.5,2020
13121007100,STROKE_CrudePrev,7.0,2020
13121007200,STROKE_CrudePrev,6.1,2020
13121007300,STROKE_CrudePrev,6.0,2020
13121007400,STROKE_CrudePrev,7.4,2020
13121007500,STROKE_CrudePrev,6.4,2020
13121007602,STROKE_CrudePrev,6.4,2020
13121007603,STROKE_CrudePrev,8.6,2020
13121007604,STROKE_CrudePrev,6.1,2020
13121007703,STROKE_CrudePrev,5.5,2020
13121007704,STROKE_CrudePrev,5.1,2020
13121007705,STROKE_CrudePrev,7.0,2020
13121007706,STROKE_CrudePrev,4.2,2020
13121007802,STROKE_CrudePrev,5.0,2020
13121007805,STROKE_CrudePrev,5.5,2020
13121007806,STROKE_CrudePrev,5.3,2020
13121007807,STROKE_CrudePrev,7.4,2020
13121007808,STROKE_CrudePrev,7.1,2020
13121007900,STROKE_CrudePrev,5.2,2020
13121008000,STROKE_CrudePrev,6.3,2020
13121008101,STROKE_CrudePrev,7.3,2020
13121008102,STROKE_CrudePrev,6.9,2020
13121008201,STROKE_CrudePrev,7.3,2020
13121008202,STROKE_CrudePrev,7.3,2020
13121008301,STROKE_CrudePrev,7.9,2020
13121008302,STROKE_CrudePrev,7.6,2020
13121008400,STROKE_CrudePrev,7.1,2020
13121008500,STROKE_CrudePrev,7.3,2020
13121008601,STROKE_CrudePrev,7.3,2020
13121008602,STROKE_CrudePrev,4.5,2020
13121008700,STROKE_CrudePrev,5.4,2020
13121008800,STROKE_CrudePrev,1.7,2020
13121008902,STROKE_CrudePrev,1.1,2020
13121008903,STROKE_CrudePrev,1.7,2020
13121008904,STROKE_CrudePrev,1.4,2020
13121009000,STROKE_CrudePrev,1.3,2020
13121009101,STROKE_CrudePrev,1.6,2020
13121009102,STROKE_CrudePrev,1.9,2020
13121009200,STROKE_CrudePrev,1.8,2020
13121009300,STROKE_CrudePrev,1.8,2020
13121009402,STROKE_CrudePrev,0.9,2020
13121009403,STROKE_CrudePrev,1.8,2020
13121009404,STROKE_CrudePrev,1.7,2020
13121009501,STROKE_CrudePrev,2.6,2020
13121009502,STROKE_CrudePrev,3.1,2020
13121009601,STROKE_CrudePrev,1.2,2020
13121009602,STROKE_CrudePrev,2.3,2020
13121009603,STROKE_CrudePrev,1.7,2020
13121009700,STROKE_CrudePrev,2.3,2020
13121009801,STROKE_CrudePrev,2.8,2020
13121009802,STROKE_CrudePrev,2.1,2020
13121009900,STROKE_CrudePrev,1.8,2020
13121010001,STROKE_CrudePrev,1.9,2020
13121010002,STROKE_CrudePrev,2.0,2020
13121010114,STROKE_CrudePrev,2.1,2020
13121010211,STROKE_CrudePrev,1.8,2020
13121010303,STROKE_CrudePrev,3.6,2020
13121011800,STROKE_CrudePrev,3.0,2020
13121011900,STROKE_CrudePrev,3.0,2020
13121012000,STROKE_CrudePrev,6.1,2020
13089020100,TEETHLOST_CrudePrev,4.3,2020
13089020200,TEETHLOST_CrudePrev,4.8,2020
13089020300,TEETHLOST_CrudePrev,5.2,2020
13089020400,TEETHLOST_CrudePrev,4.1,2020
13089020500,TEETHLOST_CrudePrev,17.0,2020
13089020600,TEETHLOST_CrudePrev,18.2,2020
13089020700,TEETHLOST_CrudePrev,12.4,2020
13089020801,TEETHLOST_CrudePrev,10.5,2020
13089020802,TEETHLOST_CrudePrev,15.6,2020
13089020900,TEETHLOST_CrudePrev,13.1,2020
13089023700,TEETHLOST_CrudePrev,19.8,2020
13121000100,TEETHLOST_CrudePrev,4.8,2020
13121000200,TEETHLOST_CrudePrev,4.9,2020
13121000400,TEETHLOST_CrudePrev,4.8,2020
13121000500,TEETHLOST_CrudePrev,5.7,2020
13121000600,TEETHLOST_CrudePrev,13.4,2020
13121000700,TEETHLOST_CrudePrev,20.2,2020
13121001001,TEETHLOST_CrudePrev,7.0,2020
13121001002,TEETHLOST_CrudePrev,19.0,2020
13121001100,TEETHLOST_CrudePrev,5.1,2020
13121001201,TEETHLOST_CrudePrev,7.2,2020
13121001202,TEETHLOST_CrudePrev,4.6,2020
13121001300,TEETHLOST_CrudePrev,9.3,2020
13121001400,TEETHLOST_CrudePrev,4.9,2020
13121001500,TEETHLOST_CrudePrev,7.1,2020
13121001600,TEETHLOST_CrudePrev,4.4,2020
13121001700,TEETHLOST_CrudePrev,8.0,2020
13121001800,TEETHLOST_CrudePrev,13.6,2020
13121001900,TEETHLOST_CrudePrev,12.9,2020
13121002100,TEETHLOST_CrudePrev,22.2,2020
13121002300,TEETHLOST_CrudePrev,32.7,2020
13121002400,TEETHLOST_CrudePrev,28.4,2020
13121002500,TEETHLOST_CrudePrev,24.8,2020
13121002600,TEETHLOST_CrudePrev,27.5,2020
13121002800,TEETHLOST_CrudePrev,20.9,2020
13121002900,TEETHLOST_CrudePrev,12.4,2020
13121003000,TEETHLOST_CrudePrev,4.4,2020
13121003100,TEETHLOST_CrudePrev,13.5,2020
13121003200,TEETHLOST_CrudePrev,6.8,2020
13121003500,TEETHLOST_CrudePrev,24.4,2020
13121003600,TEETHLOST_CrudePrev,19.9,2020
13121003800,TEETHLOST_CrudePrev,23.9,2020
13121003900,TEETHLOST_CrudePrev,29.4,2020
13121004000,TEETHLOST_CrudePrev,25.3,2020
13121004100,TEETHLOST_CrudePrev,21.9,2020
13121004200,TEETHLOST_CrudePrev,29.0,2020
13121004300,TEETHLOST_CrudePrev,23.4,2020
13121004400,TEETHLOST_CrudePrev,34.9,2020
13121004800,TEETHLOST_CrudePrev,23.3,2020
13121004900,TEETHLOST_CrudePrev,9.5,2020
13121005000,TEETHLOST_CrudePrev,8.4,2020
13121005200,TEETHLOST_CrudePrev,7.4,2020
13121005300,TEETHLOST_CrudePrev,6.7,2020
13121005501,TEETHLOST_CrudePrev,23.5,2020
13121005502,TEETHLOST_CrudePrev,32.7,2020
13121005700,TEETHLOST_CrudePrev,26.6,2020
13121005800,TEETHLOST_CrudePrev,26.0,2020
13121006000,TEETHLOST_CrudePrev,22.8,2020
13121006100,TEETHLOST_CrudePrev,28.6,2020
13121006200,TEETHLOST_CrudePrev,24.8,2020
13121006300,TEETHLOST_CrudePrev,28.4,2020
13121006400,TEETHLOST_CrudePrev,26.8,2020
13121006500,TEETHLOST_CrudePrev,22.8,2020
13121006601,TEETHLOST_CrudePrev,21.2,2020
13121006602,TEETHLOST_CrudePrev,38.3,2020
13121006700,TEETHLOST_CrudePrev,26.2,2020
13121006801,TEETHLOST_CrudePrev,23.5,2020
13121006802,TEETHLOST_CrudePrev,48.3,2020
13121006900,TEETHLOST_CrudePrev,14.8,2020
13121007001,TEETHLOST_CrudePrev,30.8,2020
13121007002,TEETHLOST_CrudePrev,25.7,2020
13121007100,TEETHLOST_CrudePrev,30.4,2020
13121007200,TEETHLOST_CrudePrev,28.1,2020
13121007300,TEETHLOST_CrudePrev,31.1,2020
13121007400,TEETHLOST_CrudePrev,36.1,2020
13121007500,TEETHLOST_CrudePrev,27.5,2020
13121007602,TEETHLOST_CrudePrev,23.4,2020
13121007603,TEETHLOST_CrudePrev,39.4,2020
13121007604,TEETHLOST_CrudePrev,35.8,2020
13121007703,TEETHLOST_CrudePrev,19.5,2020
13121007704,TEETHLOST_CrudePrev,24.1,2020
13121007705,TEETHLOST_CrudePrev,25.4,2020
13121007706,TEETHLOST_CrudePrev,20.9,2020
13121007802,TEETHLOST_CrudePrev,17.4,2020
13121007805,TEETHLOST_CrudePrev,23.2,2020
13121007806,TEETHLOST_CrudePrev,19.2,2020
13121007807,TEETHLOST_CrudePrev,37.9,2020
13121007808,TEETHLOST_CrudePrev,44.1,2020
13121007900,TEETHLOST_CrudePrev,13.7,2020
13121008000,TEETHLOST_CrudePrev,22.4,2020
13121008101,TEETHLOST_CrudePrev,22.9,2020
13121008102,TEETHLOST_CrudePrev,29.5,2020
13121008201,TEETHLOST_CrudePrev,25.2,2020
13121008202,TEETHLOST_CrudePrev,29.2,2020
13121008301,TEETHLOST_CrudePrev,35.0,2020
13121008302,TEETHLOST_CrudePrev,25.6,2020
13121008400,TEETHLOST_CrudePrev,32.5,2020
13121008500,TEETHLOST_CrudePrev,33.2,2020
13121008601,TEETHLOST_CrudePrev,34.6,2020
13121008602,TEETHLOST_CrudePrev,19.4,2020
13121008700,TEETHLOST_CrudePrev,25.1,2020
13121008800,TEETHLOST_CrudePrev,8.1,2020
13121008902,TEETHLOST_CrudePrev,6.3,2020
13121008903,TEETHLOST_CrudePrev,14.8,2020
13121008904,TEETHLOST_CrudePrev,4.2,2020
13121009000,TEETHLOST_CrudePrev,4.2,2020
13121009101,TEETHLOST_CrudePrev,6.6,2020
13121009102,TEETHLOST_CrudePrev,6.6,2020
