TractFIPS,ACCESS2_CrudePrev,ARTHRITIS_CrudePrev,BINGE_CrudePrev,BPHIGH_CrudePrev,BPMED_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,CHECKUP_CrudePrev,CHOLSCREEN_CrudePrev,COLON_SCREEN_CrudePrev,COPD_CrudePrev,COREM_CrudePrev,COREW_CrudePrev,CSMOKING_CrudePrev,DENTAL_CrudePrev,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,KIDNEY_CrudePrev,LPA_CrudePrev,MAMMOUSE_CrudePrev,MHLTH_CrudePrev,OBESITY_CrudePrev,PHLTH_CrudePrev,SLEEP_CrudePrev,STROKE_CrudePrev,TEETHLOST_CrudePrev
13121002100,26.1,19.6,17.6,35.3,75.7,3.7,10.3,6.0,77.9,84.7,50.4,7.2,20.9,21.6,22.7,49.1,14.1,29.0,3.3,29.1,83.9,16.5,37.0,15.3,44.3,4.2,22.2
13121002300,31.9,28.7,13.0,49.1,83.1,5.6,12.1,9.6,83.0,87.9,52.6,11.1,17.6,18.4,25.6,42.4,22.1,35.9,5.3,38.2,83.3,17.4,41.7,20.3,46.7,7.4,32.7
13121002400,27.9,27.7,12.7,46.0,83.2,5.9,11.6,8.8,83.9,89.4,55.0,9.5,19.3,19.8,21.8,47.3,20.3,34.0,5.0,35.0,83.2,15.8,39.7,17.7,44.8,6.8,28.4
13121002500,27.5,21.2,15.2,38.5,77.3,4.4,11.5,6.3,81.7,85.8,55.4,7.3,19.9,20.8,20.2,49.6,15.3,29.0,3.8,30.3,84.5,16.5,37.2,14.9,44.8,4.9,24.8
13121002600,28.9,21.1,15.2,40.1,76.2,4.1,12.0,5.9,81.2,84.5,52.6,7.6,19.3,21.0,23.4,45.8,15.1,29.0,3.7,32.6,84.0,18.1,39.5,15.9,46.9,4.8,27.5
13121002800,22.4,10.4,20.2,20.1,60.6,2.3,11.2,3.0,76.8,77.4,59.5,4.1,21.6,21.0,14.4,58.9,6.4,17.6,2.0,21.0,83.3,18.4,24.8,9.2,38.6,2.1,20.9
13121002900,18.3,14.0,22.3,25.0,72.4,4.1,8.3,3.8,75.2,85.3,65.3,3.7,26.8,24.9,13.2,67.3,7.9,23.6,2.2,18.1,84.7,11.7,25.5,8.3,35.5,2.5,12.4
13121003000,11.1,11.3,26.2,16.7,64.3,4.1,7.2,2.3,72.9,87.2,69.8,2.6,37.5,34.9,9.1,79.7,4.0,22.3,1.4,11.1,83.3,9.2,19.9,5.7,30.1,1.2,4.4
13121003100,19.1,14.0,22.9,24.5,71.3,3.8,8.7,3.4,74.7,83.6,64.6,4.0,26.2,26.2,14.3,66.3,7.6,23.4,2.2,18.4,84.7,12.5,25.6,8.6,36.0,2.4,13.5
13121003200,14.5,9.8,27.4,16.0,59.5,3.2,7.6,2.0,71.5,84.9,67.4,2.6,32.7,34.0,11.6,75.4,3.8,19.2,1.3,12.9,82.6,10.8,21.2,6.0,32.7,1.2,6.8
13121003500,30.3,17.0,19.6,34.5,72.2,3.1,9.8,5.8,75.2,81.0,45.3,7.0,17.7,22.8,24.9,45.9,13.1,28.1,3.1,29.3,82.8,16.8,36.7,14.8,43.8,3.9,24.4
13121003600,24.6,18.9,16.8,34.0,75.9,4.5,10.4,5.5,80.7,86.8,61.9,5.8,22.0,21.7,17.2,55.7,12.8,26.7,3.3,25.6,85.0,14.4,33.1,12.1,41.9,4.1,19.9
13121003800,26.9,5.7,21.3,16.7,36.8,1.0,11.6,1.5,78.2,77.1,56.2,3.1,20.6,20.9,14.9,52.0,4.0,10.6,1.4,21.1,85.7,19.8,26.4,8.1,42.8,1.3,23.9
13121003900,30.0,25.9,14.0,44.7,80.8,5.4,12.0,8.1,82.7,86.4,54.8,9.3,18.6,19.3,22.8,45.4,18.9,32.9,4.7,35.0,84.0,17.3,39.5,17.9,45.9,6.3,29.4
13121004000,27.0,27.5,13.1,46.8,83.6,6.4,11.3,8.4,84.2,89.5,58.4,8.9,20.5,20.2,19.6,50.9,19.2,34.3,4.8,33.1,84.1,14.8,37.4,16.7,43.8,6.5,25.3
13121004100,25.4,23.0,14.8,42.4,80.1,5.1,11.0,6.5,82.2,87.1,58.2,7.4,21.7,23.1,19.3,53.1,15.8,32.1,3.9,29.5,83.4,14.7,36.3,14.7,43.6,5.0,21.9
13121004200,29.9,28.3,12.6,46.0,82.9,6.2,12.1,9.2,83.7,87.6,57.5,10.3,18.6,20.0,21.7,46.1,20.6,34.6,5.3,35.8,83.4,16.6,38.8,18.2,44.0,7.2,29.0
13121004300,24.9,9.4,15.8,19.8,53.9,1.7,14.1,2.1,80.8,80.1,54.5,4.0,19.8,20.6,15.7,55.2,5.6,14.7,1.8,23.8,84.3,21.4,28.2,9.7,42.8,1.8,23.4
13121004400,34.5,21.5,13.7,37.5,74.2,4.0,13.4,6.7,81.2,83.0,53.8,9.1,16.4,18.7,25.9,39.1,15.8,27.4,4.2,36.8,83.6,21.1,39.8,18.0,46.9,5.5,34.9
13121004800,26.2,23.7,14.0,41.1,80.1,5.4,11.8,6.7,82.7,85.6,60.7,7.8,20.3,22.0,18.1,52.0,16.0,31.6,4.2,29.7,83.6,16.0,35.2,14.9,42.4,5.3,23.3
13121004900,15.8,15.8,21.3,25.4,72.7,4.5,8.7,3.6,76.6,87.6,65.3,4.2,29.4,29.1,13.0,70.3,7.6,25.8,2.2,17.3,84.4,11.3,26.5,8.7,35.3,2.3,9.5
13121005000,14.3,14.0,24.1,22.0,71.5,4.8,7.6,3.3,74.6,87.2,68.3,3.2,32.3,27.3,10.5,75.5,6.0,24.0,2.0,14.5,82.5,9.8,21.9,6.9,31.8,2.0,8.4
13121005200,14.4,12.7,24.2,20.2,65.9,4.0,8.0,2.7,74.2,86.8,65.9,3.3,33.3,31.1,12.0,74.0,5.3,23.0,1.6,14.4,83.1,10.7,23.4,7.2,33.6,1.6,7.4
13121005300,13.0,12.4,24.0,20.3,68.1,4.0,7.8,2.5,75.0,87.8,68.8,2.9,32.9,31.7,10.5,75.9,5.4,22.5,1.6,13.5,84.9,9.8,23.3,6.5,33.3,1.6,6.7
13121005501,27.1,19.8,16.3,34.6,75.3,4.0,11.4,5.4,79.3,84.6,55.6,7.0,19.2,21.1,21.8,50.0,13.2,27.5,3.3,29.6,84.1,16.9,35.5,14.4,43.7,4.2,23.5
13121005502,32.3,23.5,13.5,39.5,76.8,4.6,13.3,7.1,81.6,84.2,53.6,9.3,17.5,18.5,25.3,41.6,16.5,29.0,4.4,36.1,83.8,20.4,39.9,18.4,46.8,5.8,32.7
13121005700,28.9,25.3,13.7,44.7,80.9,5.5,11.9,7.8,83.1,86.4,57.4,8.8,19.1,20.8,21.5,47.1,18.1,33.0,4.6,33.3,83.6,16.7,38.4,16.6,45.1,6.1,26.6
13121005800,29.5,22.5,14.7,38.8,78.5,4.7,11.1,6.9,80.3,86.0,52.9,8.2,21.0,21.1,22.9,47.3,16.1,30.7,3.9,33.0,82.9,16.5,36.1,16.1,44.3,5.2,26.0
13121006000,25.9,25.5,13.8,46.2,82.6,5.8,11.2,7.5,83.6,88.1,58.6,8.1,21.6,22.4,19.5,52.4,17.7,34.2,4.4,31.1,83.3,14.6,36.9,15.4,43.5,5.7,22.8
13121006100,29.3,29.4,12.5,48.8,84.2,6.3,12.1,9.1,84.4,88.9,57.1,10.3,19.6,20.7,22.3,46.5,21.3,35.9,5.2,36.2,82.6,16.4,39.7,18.6,45.3,7.1,28.6
13121006200,28.0,23.4,14.8,44.0,80.6,5.1,11.2,6.7,82.4,86.8,57.1,7.8,20.6,21.3,20.8,50.6,16.4,32.6,4.0,31.5,83.7,15.3,36.6,15.0,44.4,5.3,24.8
13121006300,30.5,25.2,14.2,43.6,80.5,5.3,11.8,7.6,82.4,87.1,54.3,9.1,19.6,20.8,23.4,46.3,18.1,32.5,4.3,34.8,82.5,17.0,38.8,17.3,45.8,6.0,28.4
13121006400,34.0,19.4,16.6,33.6,73.8,3.8,11.2,5.6,78.0,84.8,52.3,7.3,18.3,20.0,23.0,46.8,13.8,27.4,3.4,32.3,83.2,17.5,37.0,15.5,44.4,4.2,26.8
13121006500,26.1,24.8,14.8,42.1,81.0,5.6,11.2,7.0,81.9,87.3,58.9,8.3,21.1,22.4,20.4,52.1,16.6,32.9,4.1,30.8,83.5,15.1,36.1,15.4,42.7,5.4,22.8
13121006601,25.1,23.6,15.4,39.6,79.6,5.2,11.1,6.3,81.4,87.7,57.3,7.8,22.0,23.4,20.2,53.5,15.3,31.5,3.8,29.6,83.8,15.4,36.2,15.0,43.0,4.7,21.2
13121006602,35.0,27.9,12.6,47.7,81.0,4.9,13.5,9.0,82.2,84.6,49.0,11.8,16.1,16.7,29.5,36.6,21.5,34.4,5.2,41.2,83.1,20.8,43.9,22.0,48.9,7.3,38.3
13121006700,29.9,24.2,14.4,41.7,80.0,5.6,11.6,7.3,81.9,87.0,58.5,8.4,20.6,21.4,21.2,49.4,16.5,31.7,4.3,32.9,81.7,16.3,36.4,16.2,43.9,5.6,26.2
13121006801,39.7,13.9,25.3,31.4,64.7,2.6,7.8,5.3,69.5,78.1,39.9,6.4,16.3,,29.1,41.5,11.2,26.7,2.5,30.8,82.4,16.1,36.6,14.3,44.6,3.1,23.5
13121006802,41.5,23.3,11.9,40.2,73.9,3.7,15.6,7.3,81.0,79.5,47.4,11.5,13.9,14.5,33.7,29.6,17.3,28.1,4.7,45.1,82.5,26.3,44.0,22.5,50.3,6.4,48.3
13121006900,24.5,16.1,21.0,27.4,71.4,4.1,9.1,4.0,75.5,85.3,60.6,5.1,25.8,26.6,17.3,61.9,9.0,26.2,2.4,22.7,82.4,13.2,29.3,10.5,38.1,2.7,14.8
13121007001,31.6,27.1,13.3,45.7,81.5,5.3,12.5,8.3,82.5,86.5,53.4,10.4,17.7,19.5,25.2,43.3,19.8,34.2,4.8,37.1,83.4,18.2,40.7,19.3,46.5,6.5,30.8
13121007002,32.2,20.6,15.8,37.9,76.5,4.3,11.4,5.7,79.9,85.0,55.2,7.4,20.0,21.1,22.5,48.1,14.3,29.4,3.5,32.5,83.3,17.0,36.5,15.1,44.9,4.5,25.7
13121007100,30.8,27.9,12.7,46.4,82.7,6.2,11.9,8.8,83.8,88.0,55.8,9.8,19.2,19.6,22.1,45.4,19.9,34.0,5.0,36.9,82.7,16.6,38.5,17.9,45.0,7.0,30.4
13121007200,30.7,26.0,13.5,45.3,81.5,5.1,12.1,7.6,82.9,87.1,54.4,9.5,18.3,20.2,23.8,45.2,18.9,33.6,4.4,36.1,83.6,17.4,39.9,18.2,46.2,6.1,28.1
13121007300,31.7,25.2,13.1,43.3,79.5,4.7,13.1,7.1,82.4,85.3,53.2,9.8,17.6,19.2,25.7,42.1,18.3,32.0,4.4,36.9,84.1,19.6,41.1,19.0,47.4,6.0,31.1
13121007400,37.0,28.7,12.7,46.6,82.2,5.7,12.3,10.1,81.4,84.9,51.0,11.7,17.1,17.9,26.1,39.1,21.6,36.1,5.4,40.8,81.4,18.9,40.7,21.1,45.3,7.4,36.1
13121007500,29.2,27.4,13.1,45.9,82.6,5.7,11.8,8.6,82.9,87.5,54.7,10.0,19.3,20.3,22.8,46.2,19.7,34.9,4.8,35.6,83.5,16.7,39.5,18.2,44.8,6.4,27.5
13121007602,25.7,27.8,12.5,46.8,84.2,6.2,11.4,8.4,84.8,89.8,59.9,8.9,20.4,21.9,19.3,51.1,20.0,34.9,4.8,32.8,84.7,14.9,38.2,16.7,43.8,6.4,23.4
13121007603,34.4,31.9,11.5,50.0,83.6,6.0,13.6,10.9,83.2,85.3,50.0,13.7,15.9,17.1,28.2,36.6,24.0,37.4,6.1,42.8,82.4,20.5,43.2,23.4,46.8,8.6,39.4
13121007604,34.6,24.4,12.9,42.6,78.3,4.2,13.7,7.2,81.9,84.1,49.1,10.2,16.4,18.9,27.9,38.3,18.4,30.9,4.5,39.5,83.3,21.2,42.2,20.0,48.0,6.1,35.8
13121007703,24.5,26.2,13.2,44.8,83.4,6.3,11.1,7.1,84.7,90.3,63.9,7.7,22.6,24.3,17.5,55.8,17.5,33.6,4.3,29.9,83.5,13.8,36.4,14.6,43.2,5.5,19.5
13121007704,28.5,23.1,14.1,40.0,79.3,5.0,11.7,6.2,82.8,87.8,59.0,7.7,19.9,22.0,20.8,49.9,15.8,29.9,3.8,32.4,83.8,16.0,37.2,15.2,44.7,5.1,24.1
13121007705,27.2,29.2,11.8,48.0,84.5,6.8,11.7,8.9,85.2,89.4,60.3,9.5,20.0,21.2,19.3,49.8,20.5,35.3,5.3,34.1,83.0,15.0,38.1,17.0,43.3,7.0,25.4
13121007706,26.2,20.7,15.2,37.4,77.2,4.6,11.5,5.2,81.9,87.5,61.4,6.6,21.8,23.3,19.2,54.1,13.5,28.4,3.4,28.4,84.6,15.4,35.2,13.6,43.8,4.2,20.9
13121007802,22.3,24.2,13.7,43.1,82.7,5.9,10.8,6.4,84.5,90.4,63.3,6.8,23.1,24.7,16.3,58.2,16.2,32.4,4.0,27.3,85.0,13.2,35.4,13.5,42.5,5.0,17.4
13121007805,28.6,24.7,14.6,43.8,81.9,5.7,10.7,7.1,82.6,88.4,60.3,7.8,21.1,22.4,19.5,51.9,17.2,32.9,4.2,31.7,82.7,14.3,36.7,15.0,43.6,5.5,23.2
13121007806,24.0,25.5,13.6,44.6,83.2,6.2,11.1,6.5,84.8,90.2,63.3,7.3,23.1,24.0,17.1,57.0,16.7,33.1,4.1,29.4,83.7,13.7,35.4,14.0,43.3,5.3,19.2
13121007807,37.5,27.3,12.6,43.9,81.1,5.4,12.6,9.4,81.4,84.6,51.1,11.0,16.7,17.6,25.0,39.2,20.8,33.5,5.4,40.4,82.2,19.1,40.9,20.4,45.3,7.4,37.9
13121007808,39.0,25.9,12.4,42.3,78.3,4.5,14.1,8.5,81.0,83.0,46.1,11.5,15.2,15.1,29.4,34.2,19.6,31.0,5.1,43.4,83.0,22.7,42.9,22.3,48.1,7.1,44.1
13121007900,19.7,25.9,12.9,44.9,85.6,7.8,9.7,6.9,86.4,93.0,69.7,6.1,27.2,27.3,11.9,66.1,15.8,33.7,4.1,24.7,83.3,10.2,30.5,11.3,38.4,5.2,13.7
13121008000,25.8,28.1,12.8,46.9,84.4,6.7,11.3,8.0,84.9,90.6,61.6,8.8,21.7,22.8,18.8,53.4,19.2,34.9,4.7,32.3,83.1,14.0,36.9,15.9,43.0,6.3,22.4
13121008101,26.1,31.4,11.5,51.6,87.0,7.9,11.1,9.5,86.4,91.5,63.2,9.6,22.0,22.6,17.5,53.5,21.5,38.0,5.3,34.0,81.6,13.2,36.1,16.6,42.1,7.3,22.9
13121008102,31.5,28.3,12.5,46.9,83.4,6.1,12.1,8.7,83.7,88.0,56.8,10.1,19.1,19.8,22.4,45.8,20.3,34.9,5.0,37.2,83.0,16.6,39.0,18.4,44.9,6.9,29.5
13121008201,26.3,30.0,11.7,47.3,85.3,7.3,11.3,9.5,85.6,90.8,60.5,9.4,20.8,20.9,18.1,51.3,20.9,34.9,5.4,34.0,83.3,14.1,37.1,16.6,42.4,7.3,25.2
13121008202,29.5,29.1,12.2,47.9,84.2,6.5,11.8,9.2,84.6,88.8,57.0,10.0,19.5,19.6,21.4,46.6,20.8,35.2,5.2,36.8,83.0,16.1,38.4,18.2,44.5,7.3,29.2
13121008301,32.4,29.7,12.1,47.4,83.3,6.1,12.3,10.0,83.7,88.6,52.2,11.4,18.1,17.9,25.1,41.2,22.4,34.5,5.6,39.7,82.1,17.6,41.3,20.4,46.1,7.9,35.0
13121008302,26.3,30.4,11.7,50.1,85.8,7.6,11.0,9.9,85.8,90.7,59.6,9.3,20.9,19.6,17.8,51.8,21.0,36.2,5.6,34.0,83.1,13.7,36.5,16.8,42.6,7.6,25.6
13121008400,30.7,27.4,12.4,45.1,82.2,5.6,12.6,9.0,83.7,87.5,53.3,10.3,18.0,18.1,23.3,43.7,20.3,33.3,5.1,37.5,83.0,18.2,39.5,19.1,45.7,7.1,32.5
13121008500,32.4,28.1,12.7,46.2,82.3,5.8,12.4,9.3,83.2,87.7,52.8,10.7,18.3,19.1,24.5,42.8,20.8,34.0,5.2,38.2,82.1,17.6,40.1,19.4,45.7,7.3,33.2
13121008601,33.4,27.6,12.3,45.5,81.7,5.6,13.0,9.1,83.4,86.5,53.3,10.9,18.2,18.8,24.6,41.3,20.6,33.4,5.3,38.5,82.0,18.7,40.3,19.4,46.1,7.3,34.6
13121008602,23.9,22.4,14.7,38.3,79.4,5.0,11.3,5.6,82.6,89.2,61.6,6.7,21.6,23.3,18.9,54.7,14.7,29.2,3.6,28.5,85.0,14.9,36.6,13.8,44.1,4.5,19.4
13121008700,27.7,23.7,13.9,39.3,79.8,5.3,11.8,6.7,82.6,87.4,58.5,7.9,20.4,21.3,19.8,50.3,16.0,29.8,4.2,31.6,83.7,16.0,36.2,15.4,43.4,5.4,25.1
13121008800,15.9,12.7,24.6,20.3,67.5,4.1,7.8,2.7,73.7,87.1,67.7,3.2,32.9,32.3,12.2,74.0,5.5,22.9,1.7,15.0,83.2,10.5,23.2,7.1,33.7,1.7,8.1
13121008902,14.6,9.0,25.6,16.1,58.4,2.9,7.5,2.0,72.4,83.8,65.5,2.4,34.3,32.8,10.3,74.2,3.8,18.9,1.3,12.8,82.3,10.4,20.3,5.7,32.9,1.1,6.3
13121008903,30.0,10.7,22.4,19.4,61.2,2.7,8.3,2.6,71.6,82.6,56.2,3.4,24.0,26.4,14.9,60.7,6.6,20.6,1.8,22.1,83.2,13.1,27.6,9.0,36.3,1.7,14.8
13121008904,11.4,13.3,23.7,19.3,70.2,5.1,7.1,2.8,75.4,88.2,72.0,2.7,39.2,36.8,7.7,80.8,4.7,24.4,1.6,11.5,82.3,8.4,19.4,5.7,29.3,1.4,4.2
13121009000,10.6,12.4,25.3,17.4,67.5,4.7,7.1,2.6,73.9,87.7,70.5,2.7,38.3,37.6,8.4,81.0,4.2,23.6,1.5,11.0,81.8,8.8,19.1,5.7,28.9,1.3,4.2
13121009101,13.4,12.9,23.8,18.7,68.5,4.4,7.7,2.9,74.1,86.6,69.3,3.1,34.5,33.0,9.9,75.8,5.2,22.7,1.7,13.4,82.2,10.1,21.0,6.5,31.0,1.6,6.6
13121009102,13.9,14.2,22.3,23.2,71.8,4.9,7.8,3.4,76.5,86.9,70.0,3.3,34.0,31.5,9.5,75.8,6.0,25.2,1.9,14.1,82.8,9.8,21.8,6.9,32.0,1.9,6.6
13121009200,20.9,12.1,23.8,20.2,64.7,3.6,7.8,3.3,72.5,84.0,62.3,3.7,31.1,29.3,13.5,67.4,5.9,22.7,1.8,17.6,81.2,11.8,23.8,8.1,34.1,1.8,10.5
13121009300,12.6,15.6,23.4,20.4,71.5,5.5,7.8,3.7,74.5,87.5,69.0,3.9,35.3,34.0,10.6,76.3,5.7,26.2,1.9,14.0,81.3,10.1,21.2,7.4,29.8,1.8,6.5
13121009402,19.6,6.7,25.7,13.9,51.6,2.0,7.1,1.5,71.1,83.0,60.5,1.8,32.0,31.6,9.1,72.0,3.6,16.1,1.2,13.6,84.7,10.1,21.5,5.3,32.7,0.9,6.3
13121009403,19.0,12.3,22.6,20.5,67.1,4.0,7.8,3.3,74.1,83.6,65.1,3.4,32.4,28.5,12.1,69.3,5.7,22.1,1.8,17.0,81.2,11.4,21.3,7.2,33.7,1.8,9.8
13121009404,12.1,14.2,22.9,20.3,72.2,5.3,7.3,3.3,75.4,87.7,69.9,3.1,37.1,34.2,8.6,78.7,5.4,25.1,1.8,12.8,81.4,9.1,19.3,6.3,29.7,1.7,5.5
13121009501,8.9,22.9,17.7,29.4,82.3,9.4,7.0,5.8,81.3,93.1,73.5,4.6,38.8,36.7,7.1,82.7,8.0,35.3,2.7,13.4,80.9,7.2,19.5,7.5,25.7,2.6,4.5
13121009502,13.7,22.7,18.1,30.8,82.2,8.9,7.3,6.1,80.1,90.3,72.5,4.9,34.8,31.9,8.6,77.0,8.9,32.6,3.0,16.7,79.2,8.5,20.6,8.4,28.5,3.1,7.1
13121009601,12.4,10.4,26.6,15.7,63.4,3.9,7.2,2.3,72.3,85.1,69.7,2.4,36.8,32.5,8.8,78.5,3.7,20.2,1.4,11.4,81.8,9.6,18.8,5.3,29.6,1.2,5.3
13121009602,12.3,18.4,20.6,24.2,77.1,7.4,7.0,4.8,77.6,89.7,70.4,3.8,37.0,31.0,8.3,79.0,6.4,28.5,2.3,14.2,80.8,8.5,19.3,7.2,28.4,2.3,5.8
