TractFIPS,ACCESS2_CrudePrev,ARTHRITIS_CrudePrev,BINGE_CrudePrev,BPHIGH_CrudePrev,BPMED_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,CHECKUP_CrudePrev,CHOLSCREEN_CrudePrev,COLON_SCREEN_CrudePrev,COPD_CrudePrev,COREM_CrudePrev,COREW_CrudePrev,CSMOKING_CrudePrev,DENTAL_CrudePrev,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,KIDNEY_CrudePrev,LPA_CrudePrev,MAMMOUSE_CrudePrev,MHLTH_CrudePrev,OBESITY_CrudePrev,PHLTH_CrudePrev,SLEEP_CrudePrev,STROKE_CrudePrev,TEETHLOST_CrudePrev
13121003200,13.2,10.7,25.4,16.5,54.4,3.4,7.5,1.8,70.8,87.1,67.4,2.3,32.7,34.0,11.3,75.4,3.8,19.4,1.3,14.2,82.6,13.2,23.3,6.5,32.7,1.1,6.8
13121004900,16.8,18.0,18.7,28.1,68.9,4.6,8.9,3.8,75.1,88.3,65.3,4.6,29.4,29.1,14.7,70.3,8.7,26.3,2.4,21.4,84.4,15.1,30.5,10.9,35.3,2.5,9.5
13089020500,18.8,19.9,19.5,33.1,74.7,5.5,9.0,4.5,74.6,88.1,66.7,4.7,27.7,27.0,13.9,62.4,11.0,27.0,3.0,23.5,82.6,14.2,31.7,10.5,39.0,3.4,17.0
13121006200,29.9,25.9,13.4,44.9,77.0,5.2,11.5,7.4,80.5,87.4,57.1,8.9,20.6,21.3,24.4,50.6,18.5,30.6,4.6,37.8,83.7,20.3,41.7,18.7,44.4,6.0,24.8
13121001800,18.6,18.9,18.2,31.0,72.5,4.8,9.0,4.6,76.1,87.3,64.9,5.0,25.7,26.2,15.1,64.2,10.6,27.1,2.8,23.0,84.3,15.4,30.4,11.4,37.1,3.2,13.6
13121007705,25.7,29.8,11.5,48.2,81.3,6.9,11.3,8.5,83.8,90.7,60.3,9.1,20.0,21.2,19.7,49.8,20.7,33.1,5.4,35.6,83.0,18.0,40.7,18.1,43.3,6.9,25.4
13121007002,30.2,21.0,15.1,37.2,71.9,4.4,10.9,5.2,78.2,87.8,55.2,6.8,20.0,21.1,22.3,48.1,14.0,27.1,3.5,34.1,83.3,19.5,38.5,15.7,44.9,4.3,25.7
13121002800,22.3,11.3,18.6,21.4,56.7,2.3,11.4,3.0,74.4,79.0,59.5,4.1,21.6,21.0,14.7,58.9,6.7,16.7,2.2,25.4,83.3,23.4,27.4,10.8,38.6,2.2,20.9
13121006601,25.2,24.7,14.4,40.7,75.9,5.3,11.0,6.2,79.7,89.0,57.3,7.8,22.0,23.4,21.5,53.5,15.8,30.3,3.9,32.5,83.8,18.9,39.0,16.8,43.0,4.8,21.2
13121010114,17.7,17.0,20.1,23.4,67.7,5.6,7.7,3.9,73.9,88.1,66.4,4.2,34.1,31.2,12.1,71.8,6.5,26.3,2.0,18.8,80.2,13.2,24.8,9.2,31.8,2.0,9.3
13121000500,13.3,13.7,21.6,20.4,63.5,4.2,7.7,2.9,73.6,87.3,68.3,3.1,35.6,33.7,10.3,76.2,5.3,23.0,1.7,15.8,82.4,13.3,23.1,7.6,31.6,1.6,5.7
13121008500,28.9,27.2,12.8,46.3,78.6,5.9,11.4,8.0,81.7,89.0,52.8,9.1,18.3,19.1,22.7,42.8,19.3,31.7,4.9,37.0,82.1,19.3,40.9,18.6,45.7,6.4,33.2
13121006801,40.5,15.1,22.1,33.9,60.6,2.7,7.7,5.2,66.6,77.6,39.9,6.7,16.3,,30.7,41.5,12.0,25.7,2.8,36.8,82.4,20.2,39.6,16.6,44.6,3.2,23.5
13121002400,27.2,28.6,12.0,48.4,80.2,6.0,11.3,8.6,82.2,90.2,55.0,9.5,19.3,19.8,22.6,47.3,20.7,32.7,5.3,37.6,83.2,19.1,42.4,19.4,44.8,6.8,28.4
13121009802,9.3,21.7,17.8,27.5,76.1,8.0,7.0,4.8,78.6,92.4,71.9,4.0,38.6,37.0,8.0,82.6,7.6,33.3,2.3,14.4,81.7,10.0,22.3,8.5,27.1,2.2,4.2
13121004300,24.6,10.5,15.1,21.2,49.7,1.7,14.7,2.1,78.5,81.4,54.5,4.0,19.8,20.6,16.6,55.2,5.9,14.1,2.0,29.1,84.3,27.6,31.4,11.6,42.8,1.9,23.4
13121003800,26.1,6.6,20.1,19.5,34.3,1.0,12.0,1.7,75.5,76.7,56.2,3.0,20.6,20.9,14.8,52.0,4.2,11.1,1.7,26.8,85.7,25.5,29.6,9.8,42.8,1.4,23.9
13121001001,16.8,7.4,23.2,13.8,45.2,2.0,6.4,1.5,67.7,82.1,61.3,2.0,33.7,32.6,11.2,70.1,3.2,16.5,1.1,16.5,82.8,13.7,18.5,6.2,34.2,0.9,7.0
13089020400,11.0,13.9,25.1,19.2,61.8,4.5,7.5,2.3,69.3,89.1,71.3,2.7,39.0,38.4,9.5,80.7,4.5,23.8,1.4,13.9,82.1,11.9,24.1,6.9,31.0,1.3,4.1
13121007604,33.3,25.7,12.0,44.9,74.8,4.2,13.4,7.2,79.8,84.9,49.1,10.4,16.4,18.9,28.9,38.3,19.3,28.4,4.9,43.2,83.3,25.4,45.6,22.0,48.0,6.2,35.8
13121007300,29.6,24.7,13.0,42.2,75.2,4.7,12.3,6.2,80.5,88.6,53.2,8.5,17.6,19.2,24.3,42.1,16.9,28.7,4.2,37.4,84.1,21.6,41.7,18.4,47.4,5.3,31.1
13121009602,12.4,20.2,18.5,26.2,74.2,7.8,7.1,4.9,76.8,90.6,70.4,4.0,37.0,31.0,9.1,79.0,7.0,29.3,2.4,16.5,80.8,11.2,22.1,8.6,28.4,2.4,5.8
13121001300,16.2,13.1,23.2,20.8,60.2,3.7,7.9,2.9,70.8,85.1,64.3,3.5,32.2,28.9,13.5,71.4,5.4,22.2,1.7,17.9,82.5,14.7,25.2,8.6,33.0,1.7,9.3
13121007100,32.0,30.4,11.3,50.0,80.2,6.3,12.1,9.8,82.1,87.8,55.8,11.2,19.2,19.6,25.3,45.4,22.6,32.8,6.0,42.7,82.7,21.6,43.8,21.9,45.0,7.9,30.4
13121010001,12.2,18.6,19.6,24.5,71.3,6.5,7.4,4.0,75.7,90.1,70.5,3.9,37.6,35.1,9.9,79.2,6.7,28.9,2.1,15.8,81.5,11.6,23.4,8.5,29.3,2.0,5.3
13121005502,32.4,24.7,12.3,42.4,73.3,4.6,13.2,7.2,79.4,85.1,53.6,9.8,17.5,18.5,26.8,41.6,17.5,27.2,4.9,41.1,83.8,24.9,43.4,20.5,46.8,6.0,32.7
13121003500,29.2,18.2,17.7,36.3,68.4,3.2,9.6,5.6,72.9,82.6,45.3,7.0,17.7,22.8,25.1,45.9,13.4,26.3,3.3,33.6,82.8,20.6,39.4,16.7,43.8,3.9,24.4
13121009404,13.0,16.1,20.4,22.1,68.5,5.5,7.5,3.5,74.4,89.1,69.9,3.5,37.1,34.2,10.1,78.7,5.9,25.6,1.9,16.0,81.4,12.5,22.4,8.0,29.7,1.8,5.5
13121009102,14.8,16.3,20.1,24.2,67.6,5.0,8.1,3.6,75.2,88.0,70.0,3.8,34.0,31.5,11.4,75.8,6.8,25.0,2.1,17.7,82.8,13.5,25.3,8.8,32.0,2.1,6.6
13121010211,13.9,17.4,19.9,23.1,70.7,6.3,6.8,3.7,75.7,91.3,69.2,3.3,38.9,34.4,8.0,80.8,6.4,28.5,2.0,15.1,81.2,10.2,23.5,7.9,28.3,1.9,5.1
13121008202,30.1,30.9,11.1,50.5,81.5,6.7,11.7,9.8,83.0,89.6,57.0,10.8,19.5,19.6,23.3,46.6,22.8,33.7,5.9,40.9,83.0,19.9,42.5,20.9,44.5,7.8,29.2
13121007807,35.9,27.7,11.7,45.7,78.2,5.5,12.2,9.1,79.3,86.2,51.1,10.8,16.7,17.6,25.0,39.2,21.1,31.0,5.7,43.0,82.2,22.5,43.3,22.0,45.3,7.3,37.9
13121005000,14.3,15.3,22.2,23.0,67.2,5.0,7.6,3.2,73.6,88.3,68.3,3.3,32.3,27.3,11.5,75.5,6.3,24.2,2.0,16.9,82.5,12.7,24.6,8.0,31.8,2.1,8.4
13121008201,26.5,31.3,10.9,50.6,82.7,7.3,11.1,9.7,84.1,90.4,60.5,9.8,20.8,20.9,19.9,51.3,22.2,34.3,5.9,37.5,83.3,17.7,40.7,19.0,42.4,7.6,25.2
13089020600,21.6,17.1,20.1,29.4,67.7,4.0,9.7,3.7,71.2,85.2,63.1,4.9,26.1,26.0,17.3,60.1,9.4,23.7,2.6,25.8,84.0,17.1,33.3,11.5,40.1,2.9,18.2
13121009801,9.7,26.2,15.2,32.0,80.0,10.4,7.0,6.4,80.7,93.5,71.8,5.0,38.4,32.7,8.1,81.8,8.6,36.1,2.9,16.5,81.0,9.7,22.1,9.7,25.8,3.0,5.5
13121004200,29.0,29.3,11.8,48.3,80.0,6.3,11.7,9.2,82.0,88.8,57.5,10.3,18.6,20.0,22.6,46.1,21.6,32.8,5.7,38.4,83.4,20.0,41.8,20.1,44.0,7.3,29.0
13121012000,32.6,25.8,12.8,45.4,75.7,4.6,12.0,8.1,78.7,85.3,49.5,10.2,16.9,19.1,27.5,41.4,19.6,30.2,4.9,40.8,83.3,22.8,44.3,21.4,46.4,6.3,33.3
13121000400,11.3,18.5,20.4,24.8,71.8,6.3,7.4,4.2,75.8,89.6,71.3,3.9,37.5,36.1,9.8,80.0,6.7,29.3,2.0,15.2,81.8,11.9,23.3,8.5,28.8,2.0,4.8
13121002300,28.5,28.8,12.4,49.9,80.2,5.7,11.1,8.8,81.6,89.1,52.6,9.9,17.6,18.4,24.5,42.4,21.7,33.4,5.2,39.0,83.3,19.4,44.0,20.2,46.7,6.9,32.7
13121007706,25.7,22.0,14.3,38.5,73.2,4.7,11.3,5.2,80.3,88.8,61.4,6.7,21.8,23.3,20.5,54.1,14.3,27.1,3.6,31.7,84.6,18.8,38.8,15.1,43.8,4.4,20.9
13121008102,30.2,28.8,11.8,47.4,80.1,6.2,11.6,8.4,82.1,89.3,56.8,9.7,19.1,19.8,22.8,45.8,20.4,32.7,5.2,38.7,83.0,19.5,41.4,19.4,44.9,6.8,29.5
13121008904,12.1,15.1,21.5,20.3,65.9,5.2,7.3,2.9,74.3,89.4,72.0,3.0,39.2,36.8,9.0,80.8,5.1,24.8,1.7,14.2,82.3,11.6,22.4,7.2,29.3,1.5,4.2
13121007603,34.4,33.3,10.2,52.3,81.0,6.1,13.4,11.4,81.1,86.8,50.0,14.5,15.9,17.1,30.0,36.6,25.6,34.4,6.9,47.6,82.4,25.2,46.9,26.7,46.8,9.0,39.4
13121009601,12.2,11.7,24.4,16.8,59.1,4.0,7.4,2.3,71.4,87.0,69.7,2.5,36.8,32.5,9.4,78.5,3.9,20.5,1.4,13.7,81.8,12.8,21.4,6.4,29.6,1.2,5.3
13121001002,21.7,4.8,24.7,11.0,25.5,0.8,9.1,1.2,66.0,69.0,53.0,2.5,23.6,21.9,13.0,61.6,2.2,10.7,1.0,21.0,82.9,23.8,18.5,8.0,34.7,0.7,19.0
13121006802,41.7,24.7,10.8,43.4,70.0,3.7,15.7,7.6,78.2,78.9,47.4,12.5,13.9,14.5,35.4,29.6,18.2,25.5,5.3,50.9,82.5,32.1,47.3,25.6,50.3,6.7,48.3
13089020300,11.6,16.6,23.3,22.5,66.2,5.2,7.6,2.9,70.5,89.7,70.0,3.5,38.3,37.0,10.6,79.4,5.8,26.9,1.7,15.5,82.0,12.0,25.8,8.1,31.6,1.6,5.2
13121006500,26.2,26.1,13.8,43.2,77.7,5.7,11.0,7.1,80.2,87.6,58.9,8.5,21.1,22.4,21.9,52.1,17.4,31.3,4.4,34.1,83.5,18.8,39.4,17.5,42.7,5.6,22.8
13121002900,18.4,15.3,20.3,26.6,68.3,4.1,8.4,3.8,73.8,86.0,65.3,3.9,26.8,24.9,14.1,67.3,8.5,23.5,2.4,21.1,84.7,15.1,28.5,9.7,35.5,2.6,12.4
13089023700,25.6,22.9,16.0,39.5,75.1,5.2,11.0,5.6,76.9,87.8,65.0,6.9,25.6,26.4,19.3,56.8,14.8,28.3,3.8,31.7,83.1,17.9,38.6,14.7,43.4,4.6,19.8
13121008700,27.5,24.9,13.1,41.8,76.4,5.4,11.7,6.7,80.9,88.1,58.5,8.1,20.4,21.3,21.2,50.3,16.9,28.7,4.5,35.4,83.7,20.2,39.6,17.2,43.4,5.6,25.1
13121010303,17.5,22.4,14.3,39.1,77.7,5.7,9.6,4.8,83.5,92.9,69.1,4.9,26.8,29.0,13.5,68.5,13.7,29.5,3.3,24.1,85.8,13.4,35.3,11.4,39.9,3.9,10.7
13121007808,40.6,27.9,11.0,46.8,75.3,4.6,14.2,9.3,78.4,82.5,46.1,13.1,15.2,15.1,32.7,34.2,21.6,29.3,6.0,50.0,83.0,28.7,47.4,26.5,48.1,7.8,44.1
13121007200,30.6,27.5,12.5,46.7,78.1,5.2,12.0,7.7,81.0,87.6,54.4,9.9,18.3,20.2,25.7,45.2,20.1,31.5,4.9,39.9,83.6,21.3,43.5,20.3,46.2,6.4,28.1
13121003600,23.2,19.6,15.9,35.7,72.2,4.5,10.2,5.3,79.1,87.6,61.9,5.6,22.0,21.7,17.0,55.7,13.0,25.8,3.4,28.1,85.0,17.4,35.4,13.1,41.9,4.0,19.9
13089020700,16.5,17.6,20.6,29.4,71.6,5.0,8.8,3.6,73.7,88.4,68.2,4.0,29.7,29.3,12.8,68.5,9.1,25.5,2.5,20.6,83.9,13.6,30.2,9.4,37.4,2.7,12.4
13121005700,29.2,26.7,12.6,45.4,77.5,5.5,11.7,8.0,81.3,86.9,57.4,9.2,19.1,20.8,23.1,47.1,19.4,30.4,5.1,37.7,83.6,20.7,42.1,19.0,45.1,6.4,26.6
13121000700,29.2,12.8,23.3,28.6,58.2,2.8,8.5,3.4,72.1,81.5,53.4,4.5,24.2,25.2,22.1,52.4,8.3,21.8,2.1,27.1,80.4,17.5,33.0,11.3,42.7,2.5,20.2
13121007602,27.4,29.9,11.4,49.5,81.3,6.3,11.5,9.0,83.0,90.3,59.9,10.0,20.4,21.9,22.3,51.1,22.0,33.8,5.5,37.9,84.7,19.0,42.5,19.7,43.8,7.0,23.4
13121004100,23.5,22.9,14.4,40.3,76.0,5.2,10.3,5.9,80.8,90.1,58.2,6.5,21.7,23.1,18.2,53.1,15.4,29.2,3.8,29.8,83.4,16.7,37.7,14.6,43.6,4.7,21.9
13121008301,33.4,31.6,10.9,52.2,80.8,6.2,12.3,10.6,81.8,88.5,52.2,12.4,18.1,17.9,27.6,41.2,24.1,33.9,6.3,44.7,82.1,22.2,45.5,23.8,46.1,8.5,35.0
13121010002,9.6,20.0,18.8,25.6,74.4,7.6,6.9,4.4,77.5,91.8,71.1,3.6,38.9,34.2,7.7,82.4,6.7,30.7,2.2,14.2,82.3,10.0,21.7,7.9,27.1,2.1,4.4
13121001400,10.7,11.2,24.8,15.9,56.2,3.6,7.2,1.9,70.7,87.0,66.4,2.3,34.4,33.9,9.1,77.8,3.6,20.9,1.2,12.6,83.0,12.1,21.4,6.2,30.2,1.0,4.9
13121009300,13.1,17.7,20.8,23.1,68.3,5.7,7.9,3.8,73.4,87.5,69.0,4.2,35.3,34.0,11.9,76.3,6.3,27.0,2.0,16.9,81.3,13.6,24.5,9.2,29.8,1.9,6.5
13121009200,19.8,12.9,22.0,21.1,60.1,3.7,7.8,3.0,71.1,85.4,62.3,3.5,31.1,29.3,13.3,67.4,5.9,22.4,1.8,19.4,81.2,14.3,25.7,8.8,34.1,1.7,10.5
13121000200,10.8,16.5,22.0,22.2,67.3,5.6,7.0,3.4,73.8,90.2,69.4,3.3,36.7,33.9,9.9,80.2,5.7,27.7,1.8,14.4,82.7,11.3,23.4,7.9,29.2,1.7,4.9
13121001700,13.7,13.4,20.3,23.8,65.8,3.8,8.4,2.5,76.7,89.4,67.3,2.6,29.8,29.0,9.7,73.5,6.7,21.5,1.9,16.5,85.3,12.8,27.2,7.4,35.3,1.9,8.0
13121007704,28.5,24.4,13.2,42.1,75.7,5.0,11.6,6.3,81.0,88.0,59.0,7.9,19.9,22.0,22.5,49.9,16.6,28.7,4.2,35.8,83.8,20.0,40.5,17.0,44.7,5.3,24.1
13121002100,24.2,19.9,16.6,36.8,71.6,3.8,9.7,5.4,76.0,85.6,50.4,6.5,20.9,21.6,21.7,49.1,13.5,27.5,3.3,30.5,83.9,18.9,38.1,15.3,44.3,3.9,22.2
13121004800,29.1,27.0,12.2,43.9,76.9,5.5,12.6,8.0,80.6,85.5,60.7,9.9,20.3,22.0,22.7,52.0,19.3,29.8,5.4,38.3,83.6,22.5,41.5,20.0,42.4,6.5,23.3
13121009502,14.5,25.1,16.1,33.0,79.6,9.3,7.5,6.5,79.3,90.6,72.5,5.6,34.8,31.9,10.3,77.0,10.1,33.2,3.3,19.9,79.2,11.7,24.4,10.6,28.5,3.4,7.1
13121001100,12.0,13.4,23.2,20.3,63.2,4.3,6.9,2.7,72.1,87.9,69.3,2.7,34.6,34.4,9.9,77.5,5.3,24.0,1.6,14.2,83.7,11.6,23.2,7.1,31.1,1.5,5.1
13089020200,11.1,16.7,22.9,23.0,69.4,5.7,7.5,3.4,71.1,88.3,72.7,3.4,40.4,39.1,9.0,79.7,6.0,26.8,1.9,14.8,81.5,11.7,24.0,7.6,30.3,1.7,4.8
13121006400,34.0,20.3,15.2,36.3,70.2,3.8,11.1,5.5,75.8,85.1,52.3,7.4,18.3,20.0,23.9,46.8,14.4,26.7,3.6,36.1,83.2,21.1,39.8,17.3,44.4,4.2,26.8
13121001500,14.6,14.6,22.5,21.6,64.3,4.3,7.7,3.2,71.3,86.3,66.3,3.6,33.0,32.9,12.7,74.2,6.1,24.2,1.8,17.3,82.1,14.2,25.2,8.7,31.7,1.7,7.1
13121008903,29.0,11.3,20.4,20.5,56.9,2.7,8.3,2.4,69.8,82.0,56.2,3.3,24.0,26.4,15.0,60.7,6.8,20.2,1.9,24.8,83.2,16.2,30.0,10.2,36.3,1.6,14.8
13121008602,24.6,24.4,13.4,41.4,76.0,5.0,11.3,5.9,80.9,89.1,61.6,7.3,21.6,23.3,21.0,54.7,16.2,28.9,4.1,32.9,85.0,19.1,40.7,16.4,44.1,5.0,19.4
13121006900,23.9,17.3,19.2,28.4,67.3,4.2,9.0,3.8,74.0,86.7,60.6,5.0,25.8,26.6,18.1,61.9,9.4,25.7,2.4,25.4,82.4,16.5,32.2,12.0,38.1,2.7,14.8
13121009700,9.2,23.3,17.0,29.1,77.1,8.4,7.1,5.1,79.3,92.8,71.3,4.4,37.8,36.6,8.6,82.1,8.1,34.8,2.4,15.2,81.7,10.1,23.4,9.1,27.2,2.4,4.5
13121007802,22.6,26.2,12.7,44.5,79.3,5.9,10.7,6.7,83.0,90.3,63.3,7.3,23.1,24.7,18.2,58.2,17.7,31.3,4.4,31.3,85.0,16.6,39.6,15.7,42.5,5.4,17.4
13121003000,11.7,13.1,23.7,18.2,60.0,4.2,7.4,2.3,71.8,88.3,69.8,2.8,37.5,34.9,10.4,79.7,4.4,23.0,1.4,13.9,83.3,12.5,22.9,7.1,30.1,1.3,4.4
13121005200,15.0,14.4,21.7,21.7,61.5,4.1,8.2,2.8,72.9,87.6,65.9,3.5,33.3,31.1,13.2,74.0,5.8,23.4,1.7,17.5,83.1,14.1,26.7,8.7,33.6,1.7,7.4
13121011900,23.7,16.2,17.7,29.8,65.8,3.4,10.4,4.4,75.0,83.5,58.5,5.4,21.7,23.0,18.6,56.1,10.2,22.5,2.9,28.1,82.9,20.6,33.4,13.2,40.3,3.2,19.9
13121008101,25.7,32.2,10.9,51.8,84.0,8.0,10.6,9.5,85.1,92.4,63.2,9.5,22.0,22.6,18.7,53.5,22.4,36.3,5.6,35.6,81.6,15.8,39.4,17.9,42.1,7.4,22.9
13121008302,27.5,32.7,10.6,52.9,83.4,7.7,11.0,10.8,84.3,90.5,59.6,10.6,20.9,19.6,20.5,51.8,23.5,35.3,6.5,39.2,83.1,17.7,41.1,20.4,42.6,8.5,25.6
13089020802,20.0,22.2,17.5,36.3,75.8,5.7,9.7,5.2,75.8,89.0,67.0,5.8,28.4,27.8,15.6,63.7,12.7,28.8,3.4,26.0,83.5,15.1,34.5,12.4,39.2,3.9,15.6
13121007900,19.4,27.6,12.2,45.6,82.6,7.9,9.5,7.1,85.5,93.6,69.7,6.2,27.2,27.3,13.2,66.1,17.0,33.5,4.4,27.0,83.3,12.7,34.3,13.0,38.4,5.5,13.7
13121003100,19.2,15.1,21.0,25.4,66.8,3.9,8.8,3.3,73.1,84.2,64.6,4.1,26.2,26.2,15.3,66.3,8.0,22.9,2.2,21.6,84.7,16.1,28.2,10.0,36.0,2.4,13.5
13121006100,29.8,30.8,11.6,50.5,81.2,6.4,11.8,9.3,82.7,89.5,57.1,10.8,19.6,20.7,24.4,46.5,22.7,34.2,5.7,40.2,82.6,20.1,43.4,20.9,45.3,7.5,28.6
13121005800,27.2,22.6,14.0,39.8,74.6,4.8,10.5,6.3,78.7,86.7,52.9,7.4,21.0,21.1,21.6,47.3,15.6,28.9,3.9,33.7,82.9,18.8,37.7,16.3,44.3,4.8,26.0
13089020801,14.7,18.1,21.2,29.1,73.2,5.6,8.3,3.7,73.8,88.7,72.1,3.7,33.2,31.8,11.3,72.9,8.9,26.3,2.5,18.7,82.2,12.3,28.4,8.6,35.1,2.8,10.5
13121000100,10.1,17.6,21.3,22.5,68.7,6.1,7.1,3.4,75.0,90.8,70.1,3.5,37.7,35.3,9.5,81.0,5.8,29.0,1.8,13.9,82.3,11.0,22.9,7.9,28.8,1.7,4.8
13121009000,10.2,14.0,22.9,18.6,63.3,4.8,7.2,2.6,73.1,89.2,70.5,2.7,38.3,37.6,8.7,81.0,4.5,24.1,1.5,12.9,81.8,11.4,21.5,6.6,28.9,1.3,4.2
13121007001,32.4,28.9,12.1,48.0,78.3,5.3,12.4,8.7,80.4,86.3,53.4,11.2,17.7,19.5,27.8,43.3,21.3,32.3,5.3,42.2,83.4,22.7,44.7,22.3,46.5,7.0,30.8
13121001900,20.6,11.5,22.1,22.2,60.7,2.4,8.9,2.9,71.5,80.3,60.8,3.7,24.4,26.4,15.0,64.1,7.0,19.6,1.9,22.2,83.9,18.9,26.4,9.8,37.3,2.0,12.9
13121006300,29.7,26.4,13.1,45.4,77.3,5.3,11.5,7.6,80.6,88.4,54.3,9.1,19.6,20.8,24.6,46.3,18.9,30.9,4.7,38.0,82.5,20.4,42.2,19.0,45.8,6.1,28.4
13121002600,29.3,22.2,14.1,40.4,72.0,4.1,11.9,5.8,79.1,86.3,52.6,7.8,19.3,21.0,24.4,45.8,15.6,26.5,4.0,36.3,84.0,22.0,42.2,17.8,46.9,4.9,27.5
13121007500,29.5,29.3,11.8,48.2,79.7,5.8,11.7,9.0,81.1,87.8,54.7,10.7,19.3,20.3,25.1,46.2,21.4,33.1,5.3,40.0,83.5,21.0,43.3,21.2,44.8,6.9,27.5
13121009402,18.6,7.4,23.4,14.6,47.2,2.0,7.1,1.4,69.7,84.3,60.5,1.7,32.0,31.6,9.0,72.0,3.7,16.1,1.2,16.1,84.7,13.0,23.8,6.2,32.7,0.9,6.3
13121004000,28.1,29.4,12.0,48.9,80.5,6.4,11.3,8.9,82.5,90.1,58.4,9.8,20.5,20.2,22.3,50.9,21.0,33.3,5.4,37.8,84.1,18.8,41.6,19.5,43.8,7.1,25.3
13121006700,29.4,26.1,13.0,44.0,76.8,5.6,11.5,7.7,80.3,87.6,58.5,9.0,20.6,21.4,23.0,49.4,18.3,30.4,4.8,36.8,81.7,20.0,40.7,18.6,43.9,6.1,26.2
13089020100,11.3,17.8,22.2,23.7,70.0,6.0,7.2,3.5,71.8,90.4,72.3,3.5,40.7,38.6,8.9,81.7,6.2,28.8,1.9,14.9,82.3,10.8,24.5,7.9,29.3,1.8,4.3
13121006602,33.8,27.8,12.2,47.5,77.0,5.0,12.8,8.3,80.1,86.2,49.0,11.1,16.1,16.7,29.4,36.6,20.9,31.0,5.2,43.4,83.1,23.9,45.5,22.5,48.9,6.9,38.3
13121008601,34.5,29.4,11.2,48.7,78.5,5.7,13.1,9.7,81.3,88.2,53.3,12.0,18.2,18.8,27.5,41.3,22.5,31.8,6.0,44.3,82.0,23.9,44.4,23.1,46.1,7.9,34.6
13121007703,24.0,27.2,12.6,45.3,79.9,6.4,10.8,6.9,83.3,91.2,63.9,7.6,22.6,24.3,18.6,55.8,18.2,32.1,4.5,32.0,83.5,16.6,39.3,15.8,43.2,5.6,19.5
13121002500,29.4,24.0,13.3,42.9,74.5,4.5,12.1,7.2,79.4,85.8,55.4,8.9,19.9,20.8,24.3,49.6,17.8,28.2,4.7,38.0,84.5,22.4,42.4,19.3,44.8,5.8,24.8
