TractFIPS,ACCESS2_CrudePrev,ARTHRITIS_CrudePrev,BINGE_CrudePrev,BPHIGH_CrudePrev,BPMED_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,CHECKUP_CrudePrev,CHOLSCREEN_CrudePrev,COLON_SCREEN_CrudePrev,COPD_CrudePrev,COREM_CrudePrev,COREW_CrudePrev,CSMOKING_CrudePrev,DENTAL_CrudePrev,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,KIDNEY_CrudePrev,LPA_CrudePrev,MAMMOUSE_CrudePrev,MHLTH_CrudePrev,OBESITY_CrudePrev,PHLTH_CrudePrev,SLEEP_CrudePrev,STROKE_CrudePrev,TEETHLOST_CrudePrev
13121008903,26.2,9.7,21.5,19.4,61.2,2.6,8.0,2.3,64.7,75.5,60.0,3.1,28.0,33.1,15.2,64.4,6.1,20.6,1.9,26.3,84.7,12.0,28.1,8.0,35.9,1.5,12.9
13121008904,11.0,13.3,22.5,19.3,70.2,5.1,7.4,2.8,68.2,83.2,71.8,3.0,41.3,43.5,9.3,79.3,4.9,24.4,1.8,16.9,83.3,8.3,20.6,5.9,30.6,1.5,5.7
13121009000,9.8,12.2,24.6,17.4,67.5,4.8,7.3,2.5,66.5,82.8,72.2,2.8,42.1,46.0,9.6,81.8,4.2,23.6,1.6,15.9,82.9,8.4,19.7,5.6,29.6,1.3,4.7
13121009101,11.7,12.1,23.6,18.7,68.5,4.5,7.8,2.7,66.9,80.8,70.7,2.9,37.9,40.5,10.5,76.3,4.8,22.7,1.7,17.6,83.4,9.1,21.0,5.9,31.9,1.5,7.1
13121009102,14.3,14.4,20.9,23.2,71.8,4.9,8.3,3.6,69.6,81.1,68.8,3.9,35.1,36.7,12.1,72.5,6.4,25.2,2.2,20.7,83.4,10.0,23.8,7.4,33.7,2.0,9.2
13121009200,18.8,11.4,22.9,20.2,64.7,3.6,7.8,3.0,65.6,77.5,64.1,3.6,34.5,36.3,14.5,68.4,5.6,22.7,1.9,22.6,82.4,10.8,24.6,7.5,34.6,1.7,10.7
13121009300,11.2,14.5,22.9,20.4,71.5,5.6,7.6,3.4,67.2,82.7,72.0,3.6,40.3,43.5,10.9,79.2,5.2,26.2,1.9,18.0,82.6,9.0,21.1,6.7,29.9,1.7,6.0
13121009402,18.4,6.4,24.8,13.9,51.6,2.0,7.2,1.4,63.5,75.7,60.5,1.8,34.0,36.1,10.5,69.8,3.5,16.1,1.3,18.9,85.0,9.6,22.2,5.2,34.0,0.9,8.4
13121009403,18.3,11.9,21.5,20.5,67.1,4.1,8.2,3.2,67.2,76.4,64.8,3.6,33.7,34.5,14.3,67.2,5.7,22.1,2.0,23.1,81.9,11.0,22.6,7.3,35.3,1.8,12.2
13121009404,11.3,13.8,22.0,20.3,72.2,5.4,7.5,3.2,68.4,82.5,70.9,3.2,40.0,42.0,9.7,78.5,5.3,25.1,1.9,17.7,82.5,8.6,20.0,6.2,30.6,1.6,6.5
13121009501,8.0,22.3,17.0,29.4,82.3,9.6,7.1,5.6,75.1,90.2,75.8,4.5,43.0,46.3,7.7,84.0,7.7,35.3,2.7,17.7,82.4,6.9,20.0,7.4,26.7,2.5,4.6
13121009502,13.0,22.0,17.4,30.8,82.2,9.1,7.5,6.1,74.2,86.0,74.2,5.0,38.6,40.4,9.9,77.8,8.8,32.6,3.1,21.8,81.0,8.2,21.6,8.2,29.3,3.1,7.6
13121009601,11.6,10.1,26.0,15.7,63.4,3.9,7.5,2.2,64.7,79.0,70.7,2.5,40.3,40.3,10.0,78.6,3.7,20.2,1.5,16.3,83.0,9.0,19.4,5.2,30.2,1.2,6.0
13121009602,11.1,17.5,20.2,24.2,77.1,7.6,7.1,4.5,71.0,85.3,72.3,3.8,40.9,40.0,9.0,79.9,6.2,28.5,2.4,18.6,82.0,7.8,19.6,6.8,29.3,2.2,6.4
13121009603,13.2,13.3,23.2,20.4,70.9,5.2,7.2,3.3,67.6,82.3,70.5,3.2,38.9,40.0,10.2,76.9,5.3,24.9,1.9,18.2,82.7,8.5,20.8,6.2,31.0,1.6,6.7
13121009700,8.6,20.7,17.9,27.8,80.4,8.3,7.2,5.1,73.5,89.4,72.7,4.4,41.6,44.9,8.7,82.6,7.6,34.0,2.5,18.4,82.7,7.6,21.4,7.6,28.2,2.3,5.1
13121009801,9.2,23.5,16.3,30.4,82.6,10.1,7.1,6.3,75.1,89.7,73.4,5.1,42.2,41.8,8.7,82.1,8.0,35.0,2.9,19.9,82.0,7.4,20.1,8.2,27.2,2.9,6.2
13121009802,8.2,18.8,19.0,25.6,79.3,7.8,7.1,4.5,72.8,88.6,73.6,3.8,42.5,45.7,7.9,83.2,6.8,32.2,2.3,16.9,82.5,7.2,19.8,6.8,28.0,2.0,4.9
13121009900,8.7,16.3,21.5,22.2,75.3,6.6,7.2,3.7,70.0,86.6,72.9,3.4,42.2,45.9,8.7,82.5,5.6,28.8,2.0,16.5,82.5,7.7,20.0,6.3,28.8,1.7,5.0
13121010001,11.3,16.1,21.1,22.6,74.7,6.3,7.4,3.8,69.9,85.3,72.9,3.7,41.8,44.2,10.0,80.7,6.0,28.1,2.1,18.1,82.7,8.3,20.8,6.8,29.8,1.9,5.6
13121010002,9.0,17.1,20.5,23.7,77.3,7.4,7.0,4.2,71.4,86.8,73.4,3.4,42.7,43.1,8.0,83.5,5.9,29.3,2.2,16.9,83.3,7.3,19.2,6.3,28.0,1.9,4.7
13121010114,16.3,13.7,22.3,20.4,65.2,4.3,8.1,3.1,65.2,80.3,67.8,4.4,38.0,31.4,17.0,70.2,5.2,24.6,1.9,23.6,82.6,11.5,25.4,8.5,34.6,1.8,12.7
13121010211,9.9,19.8,19.0,26.5,78.0,7.5,7.4,4.9,71.5,88.1,67.9,4.9,39.9,41.6,11.3,78.0,7.3,32.8,2.5,20.3,80.9,8.7,22.3,8.4,30.5,2.3,8.2
13121010303,16.6,23.8,13.2,43.4,84.6,6.6,9.8,6.0,81.7,88.9,70.8,5.8,27.5,35.4,13.8,68.4,15.2,33.3,3.8,28.5,86.6,10.0,34.6,10.6,40.3,4.4,11.6
13121011800,24.6,12.9,17.5,28.4,67.5,2.8,10.9,4.0,71.9,71.3,52.5,5.2,20.4,23.9,20.2,46.7,9.3,22.2,2.8,31.8,85.0,16.4,33.7,10.6,43.9,3.0,28.1
13121011900,22.6,13.8,18.7,27.7,69.6,3.3,10.1,4.1,70.2,73.3,58.0,5.2,23.0,27.0,19.5,54.8,9.0,23.6,2.7,29.9,84.1,15.0,31.7,10.2,41.0,2.9,21.8
13121012000,31.2,21.7,13.9,41.8,78.5,4.5,11.6,7.2,75.4,78.2,48.7,9.2,17.9,22.6,27.5,39.3,16.3,31.5,4.2,41.5,83.8,17.4,41.7,16.4,47.6,5.5,35.8
13121009802,8.3,19.6,19.5,26.8,79.0,8.0,7.0,4.7,73.4,89.1,73.6,4.0,44.6,45.6,8.0,83.1,7.1,33.3,2.3,16.8,82.9,7.1,21.0,7.0,28.0,2.1,4.7
13121010002,8.1,19.1,19.6,25.7,78.9,7.8,7.1,4.4,72.5,89.0,73.5,3.9,43.2,46.6,8.2,84.1,6.7,32.4,2.3,17.0,83.3,7.3,20.5,6.9,27.8,2.0,4.5
13121010114,18.5,15.9,20.4,23.7,72.0,5.4,8.1,4.3,68.1,80.5,66.1,4.9,36.2,37.6,14.5,70.0,6.8,27.1,2.3,23.9,81.4,10.9,24.5,8.7,33.3,2.2,11.4
13121010211,16.6,14.6,21.3,21.8,72.6,5.5,6.9,3.6,68.9,84.6,67.6,3.5,39.3,39.7,9.7,75.5,6.1,26.8,2.1,19.9,81.7,8.3,22.3,6.9,31.3,1.8,8.7
